Model,Training_Period,Test_Period,In_Sample_RMSE,Out_Sample_RMSE,Directional_Accuracy,Correlation,AIC,BIC
"ARIMAX(2, 0, 3)",1990-02-20 to 2018-08-14,2018-08-15 to 2025-10-01,1.0678006668724496,1.2523055036916197,0.5503091624508151,0.17649140007989808,21151.961841804914,21234.403054390343
